时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI
20190604~20190626,【新】品类7天浏览未购0燃气灶,新标签人群,PC,京东快车(搜索),Q216B_燃气灶_单投,搜索0品牌词,6451,148,2.29%,293.82,45.55,1.99,17,7988,11.49%,27.19
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0长尾词,6437,456,7.08%,3414.84,530.5,7.49,67,101147,14.69%,29.62
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0长尾词,6368,37,0.58%,245.57,38.56,6.64,1,2399,2.70%,9.77
20190604~20190626,【新】618大促京东快车广告再营销人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_油烟机,6324,592,9.36%,2062.41,326.12,3.48,102,100918.2,17.23%,48.93
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J57_油烟机_单投,搜索0长尾,6297,545,8.65%,3624.71,575.62,6.65,30,35095,5.50%,9.68
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,6282,36,0.57%,189.73,30.2,5.27,9,8614,25.00%,45.4
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0长尾,6238,298,4.78%,1500.78,240.59,5.04,13,11867,4.36%,7.91
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J18_油烟机_单投,搜索0长尾,6195,575,9.28%,2930.66,473.07,5.1,45,51897,7.83%,17.71
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0长尾,6190,85,1.37%,487.34,78.73,5.73,4,4747,4.71%,9.74
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,长尾词,6180,416,6.73%,2988.12,483.51,7.18,25,34986,6.01%,11.71
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),Q216B_燃气灶_单投,搜索0无线,6164,1011,16.40%,3116.85,505.65,3.08,106,54582,10.48%,17.51
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,品牌聚效,6月京选店铺_厨大,京选店铺_厨大,6047,616,10.19%,2237.65,370.04,3.63,117,112092.5,18.99%,50.09
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),T36_油烟机_单投,搜索0长尾,6028,307,5.09%,1565.02,259.63,5.1,22,22971,7.17%,14.68
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,无线,京东直投,,,5990,48,0.80%,45.53,7.6,0.95,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0PC,5941,260,4.38%,810.21,136.38,3.12,12,16192,4.62%,19.98
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0核心0无线,5891,473,8.03%,2270.46,385.41,4.8,43,43245,9.09%,19.05
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,5871,19,0.32%,109.95,18.73,5.79,3,3348,15.79%,30.45
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J57_油烟机_单投,搜索0长尾,5863,509,8.68%,3296.46,562.25,6.48,40,46317,7.86%,14.05
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0长尾,5800,347,5.98%,1727.4,297.83,4.98,20,20863,5.76%,12.08
20190604~20190626,【新】竞品品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),100G01_消毒柜_单投,搜索0PC,5757,35,0.61%,122.47,21.27,3.5,1,1099,2.86%,8.97
20190604~20190626,【新】品类7天浏览未购0消毒柜,新标签人群,无线,京东直投,,,5734,28,0.49%,21.18,3.69,0.76,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J57_油烟机_单投,搜索0长尾,5722,429,7.50%,2892.85,505.57,6.74,29,31172.5,6.76%,10.78
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0PC,5697,97,1.70%,390.6,68.56,4.03,7,7024,7.22%,17.98
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0长尾,5668,67,1.18%,393.59,69.44,5.87,3,4717,4.48%,11.98
20190604~20190626,【新】消毒柜搜索未购0关键词,新标签人群,无线,品牌聚效,6月京选店铺_厨大,京选店铺_厨大,5652,583,10.31%,1556.08,275.31,2.67,98,72465,16.81%,46.57
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0长尾词,5609,62,1.11%,324.31,57.82,5.23,34,35018.63,54.84%,107.98
20190604~20190626,【新】美的品牌浏览未购0燃气灶,新标签人群,PC,京东快车(搜索),Q39_燃气灶_单投,搜索0PC,5609,128,2.28%,416.21,74.2,3.25,21,14344.1,16.41%,34.46
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),Q39_燃气灶_单投,搜索0无线,5532,739,13.36%,3086.54,557.94,4.18,87,72149.55,11.77%,23.38
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,PC,京东快车(搜索),110Q37_消毒柜_单投,搜索0PC,5509,92,1.67%,186.76,33.9,2.03,6,6894,6.52%,36.91
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,5504,72,1.31%,308.83,56.11,4.29,7,8815,9.72%,28.54
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,5447,502,9.22%,2771.05,508.73,5.52,46,54201.5,9.16%,19.56
20190604~20190626,【新】再营销0燃气灶点击未购买,新标签人群,无线,京东快车(搜索),Q35_燃气灶_单投,搜索0无线,5443,1070,19.66%,3479.09,639.19,3.25,57,41120,5.33%,11.82
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0品牌词,5424,395,7.28%,1424.5,262.63,3.61,64,65169.5,16.20%,45.75
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),Q39_燃气灶_单投,搜索0品牌词,5410,225,4.16%,546.72,101.06,2.43,61,55037.15,27.11%,100.67
20190604~20190626,【新】竞品品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,5333,14,0.26%,50.54,9.48,3.61,1,899,7.14%,17.79
20190604~20190626,【新】消毒柜搜索未购0关键词,新标签人群,PC,京东快车(搜索),110Q37_消毒柜_单投,搜索0PC,5317,77,1.45%,157.93,29.7,2.05,5,5395,6.49%,34.16
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,无线,京东直投,,,5296,32,0.60%,22.83,4.31,0.71,0,0,0,0
20190604~20190626,【新】消毒柜加购未购,新标签人群,无线,京东快车(搜索),100Q33_消毒柜_单投,搜索0无线,5244,583,11.12%,1969.88,375.64,3.38,82,71239,14.07%,36.16
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),T33P_油烟机_单投,搜索0长尾,5243,58,1.11%,287.23,54.78,4.95,1,799.2,1.72%,2.78
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0长尾,5213,65,1.25%,299.9,57.53,4.61,3,2797,4.62%,9.33
20190604~20190626,【新】品牌浏览+品类未购0燃气灶,新标签人群,PC,京东快车(搜索),Q216B_燃气灶_单投,搜索0品牌词,5212,115,2.21%,228.03,43.75,1.98,14,4842,12.17%,21.23
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,5210,12,0.23%,65.82,12.63,5.49,0,0,0,0
20190604~20190626,【新】燃气灶搜索未购0类目,新标签人群,无线,京东快车(搜索),Q216B_燃气灶_单投,搜索0品牌词,5201,880,16.92%,1910.01,367.24,2.17,108,62815.1,12.27%,32.89
20190604~20190626,【新】消毒柜嵌入式入口Top单品浏览未购,新标签人群,无线,品牌聚效,6月京选店铺_厨大,京选店铺_厨大,5173,593,11.46%,1608.69,310.98,2.71,78,67299,13.15%,41.83
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0PC,5171,55,1.06%,239.99,46.41,4.36,14,16891,25.45%,70.38
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T36_油烟机_单投,搜索0长尾,5169,233,4.51%,1193.21,230.84,5.12,16,18625,6.87%,15.61
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0长尾,5113,332,6.49%,1654.33,323.55,4.98,17,17263,5.12%,10.44
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0品牌词,5110,376,7.36%,1337.57,261.76,3.56,61,62171.5,16.22%,46.48
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),T36_油烟机_单投,搜索0PC,5105,46,0.90%,203.41,39.85,4.42,1,1299,2.17%,6.39
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东快车(搜索),T36_油烟机_单投,搜索0长尾,5101,223,4.37%,1100.58,215.76,4.94,16,18625,7.17%,16.92
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0长尾词,5086,35,0.69%,206.57,40.62,5.9,4,6297,11.43%,30.48
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T36_油烟机_单投,搜索0长尾,5011,216,4.31%,1100.18,219.55,5.09,15,16226,6.94%,14.75
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0无线,5009,104,2.08%,666.92,133.14,6.41,3,3417,2.88%,5.12
20190604~20190626,【新】燃气灶搜索未购0关键词,新标签人群,无线,京东快车(搜索),腰部广告_厨大,烟灶消店铺,4969,107,2.15%,439.59,88.47,4.11,10,8672,9.35%,19.73
20190604~20190626,【新】关注未购买0油烟机,新标签人群,无线,京东直投,,,4951,62,1.25%,140.02,28.28,2.26,10,1365568,16.13%,9752.66
20190604~20190626,【新】品类7天浏览未购0燃气灶,新标签人群,无线,京东快车(搜索),Q216B_燃气灶_单投,搜索0品牌词,4871,936,19.22%,2052.62,421.4,2.19,119,72523.6,12.71%,35.33
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0长尾,4856,57,1.17%,259.9,53.52,4.56,3,2797,5.26%,10.76
20190604~20190626,【新】美的品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,4853,20,0.41%,52.61,10.84,2.63,12,13104.75,60.00%,249.09
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),秒杀计划,美的（Midea）_油烟机,4838,72,1.49%,110.78,22.9,1.54,7,9145,9.72%,82.55
20190604~20190626,【新】品类7天浏览未购0消毒柜,新标签人群,无线,京东快车(搜索),XC60_消毒柜_单投,搜索0无线,4831,166,3.44%,780.17,161.49,4.7,21,17085,12.65%,21.9
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),T33P_油烟机_单投,搜索0长尾,4815,50,1.04%,224.84,46.7,4.5,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),100G01_消毒柜_单投,搜索0PC,4813,31,0.64%,91.82,19.08,2.96,2,798,6.45%,8.69
20190604~20190626,【新】竞品品牌浏览未购0消毒柜,新标签人群,无线,品牌聚效,6月京选店铺_厨大,京选店铺_厨大,4783,551,11.52%,1403.6,293.46,2.55,64,42824,11.62%,30.51
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东直投,,,4779,36,0.75%,29.72,6.22,0.83,10,10390.5,27.78%,349.61
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0长尾,4772,57,1.19%,330.69,69.3,5.8,3,4717,5.26%,14.26
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),T36_油烟机_单投,搜索0长尾,4757,224,4.71%,1152.53,242.28,5.15,16,18625,7.14%,16.16
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,4728,4,0.08%,23.66,5,5.92,1,999,25.00%,42.22
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),Q216B_燃气灶_单投,搜索0PC,4719,84,1.78%,241.91,51.26,2.88,20,13869,23.81%,57.33
20190604~20190626,【新】品类7天浏览未购0消毒柜,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0无线,4709,355,7.54%,1393.29,295.88,3.92,53,47348,14.93%,33.98
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0无线,4679,180,3.85%,922.48,197.15,5.12,2,1499,1.11%,1.62
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J18_油烟机_单投,搜索0长尾,4608,423,9.18%,2196.02,476.57,5.19,24,26776,5.67%,12.19
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0核心词0无线,4590,509,11.09%,2644.16,576.07,5.19,135,148735.95,26.52%,56.25
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0无线,4561,317,6.95%,1215.3,266.45,3.83,48,43154,15.14%,35.51
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0长尾,4532,73,1.61%,424.45,93.66,5.81,3,4717,4.11%,11.11
20190604~20190626,【新】品类7天浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),110Q37_消毒柜_单投,搜索0PC,4505,106,2.35%,217.95,48.38,2.06,10,9706.22,9.43%,44.53
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0长尾词,4461,32,0.72%,189.86,42.56,5.93,4,6297,12.50%,33.17
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,4408,46,1.04%,191.93,43.54,4.17,4,4148,8.70%,21.61
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0长尾词,4392,29,0.66%,156.55,35.64,5.4,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),T59C+Q390T_烟灶套装_单投,搜索0PC,4391,26,0.59%,137.25,31.26,5.28,3,3798,11.54%,27.67
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,4390,11,0.25%,62.28,14.19,5.66,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0燃气灶,新标签人群,无线,京东快车(搜索),Q216B_燃气灶_单投,搜索0品牌词,4373,850,19.44%,1861.98,425.79,2.19,111,61856.6,13.06%,33.22
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,4338,284,6.55%,1441.93,332.4,5.08,25,25824.5,8.80%,17.91
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0长尾,4322,51,1.18%,231.53,53.57,4.54,3,2797,5.88%,12.08
20190604~20190626,【新】品牌浏览+品类未购0消毒柜,新标签人群,无线,京东快车(搜索),XC60_消毒柜_单投,搜索0无线,4299,153,3.56%,719.54,167.37,4.7,21,17085,13.73%,23.74
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0PC,4294,24,0.56%,118.88,27.69,4.95,10,7754.1,41.67%,65.23
20190604~20190626,【新】再营销0消毒柜点击未购买,新标签人群,无线,京东快车(搜索),110Q37_消毒柜_单投,搜索0无线,4291,720,16.78%,2684.18,625.54,3.73,43,52286,5.97%,19.48
20190604~20190626,【新】爆品浏览未购买0烟灶套装,新标签人群,无线,京东直投,,,4288,52,1.21%,46.41,10.82,0.89,8,8793,15.38%,189.46
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,长尾词,4258,285,6.69%,2050.02,481.45,7.19,16,20391,5.61%,9.95
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),T33P_油烟机_单投,搜索0长尾,4241,44,1.04%,198.55,46.82,4.51,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J18_油烟机_单投,搜索0长尾,4227,363,8.59%,1894.74,448.25,5.22,22,22686,6.06%,11.97
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0长尾词,4202,32,0.76%,208.09,49.52,6.5,1,1618,3.13%,7.78
20190604~20190626,【新】消毒柜嵌入式入口Top单品浏览未购,新标签人群,PC,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,4194,18,0.43%,57.91,13.81,3.22,3,2697,16.67%,46.57
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),J57_油烟机_单投,搜索0核心0无线,4190,391,9.33%,1974.79,471.31,5.05,33,28853.8,8.44%,14.61
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,长尾词,4165,323,7.76%,2064.65,495.71,6.39,18,23815,5.57%,11.53
20190604~20190626,【新】消毒柜加购未购,新标签人群,无线,京东快车(搜索),110Q37_消毒柜_单投,搜索0无线,4151,439,10.58%,1680.71,404.89,3.83,35,42546,7.97%,25.31
20190604~20190626,【新】燃气灶搜索未购0类目,新标签人群,PC,京东快车(搜索),Q39_燃气灶_单投,搜索0品牌词,4146,123,2.97%,299.23,72.17,2.43,19,16191,15.45%,54.11
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0核心词0无线,4146,299,7.21%,3249.09,783.67,10.87,19,31082,6.35%,9.57
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0长尾,4112,282,6.86%,1419.39,345.18,5.03,16,15964,5.67%,11.25
20190604~20190626,【新】品牌浏览+品类未购0消毒柜,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0无线,4108,323,7.86%,1268.75,308.85,3.93,49,43652,15.17%,34.41
